Định nghĩa,Điều – khoản tương ứng,Nội dung chi tiết,Keyphrase
"6. Người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định đã đóng bảo hiểm xã hội bao gồm phụ cấp thâm niên nghề sau đó chuyển sang ngành nghề không được hưởng phụ cấp thâm niên nghề và trong tiền lương tháng đóng bảo hiểm xã hội làm căn cứ tính lương hưu không có phụ cấp thâm niên nghề thì được lấy mức bình quân tiền lương tháng làm căn cứ đóng bảo hiểm xã hội tại thời điểm nghỉ hưu, cộng thêm khoản phụ cấp thâm niên nghề (nếu đã được hưởng) tính theo thời gian đã đóng bảo hiểm xã hội bao gồm phụ cấp thâm niên nghề, được chuyển đổi theo chế độ tiền lương quy định tại thời điểm nghỉ hưu để làm cơ sở tính lương hưu.",khoản T mục 6 Điều 9  Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Trường hợp người lao động chuyển sang ngành nghề được hưởng phụ cấp thâm niên nghề và trong tiền lương tháng đóng bảo hiểm xã hội làm căn cứ tính lương hưu đã có phụ cấp thâm niên nghề thì mức bình quân tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu thực hiện theo quy định tại Khoản 1 Điều này.,"nguoi lao dong, doi tuong, thuc hien che do tien luong, nha nuoc quy dinh, da dong, bao hiem xa hoi, phu cap tham nien nghe, chuyen sang nganh nghe, khong duoc, huong phu cap tham nien nghe, tien luong thang dong bao hiem xa hoi, can cu tinh, luong huu, khong co, phu cap tham nien nghe, muc binh quan tien luong thang, can cu dong, bao hiem xa hoi, thoi diem nghi huu, khoan phu cap tham nien nghe, chuyen doi, che do tien luong, thoi diem nghi huu, co so tinh luong huu."
"6. Người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định đã đóng bảo hiểm xã hội bao gồm phụ cấp thâm niên nghề sau đó chuyển sang ngành nghề không được hưởng phụ cấp thâm niên nghề và trong tiền lương tháng đóng bảo hiểm xã hội làm căn cứ tính lương hưu không có phụ cấp thâm niên nghề thì được lấy mức bình quân tiền lương tháng làm căn cứ đóng bảo hiểm xã hội tại thời điểm nghỉ hưu, cộng thêm khoản phụ cấp thâm niên nghề (nếu đã được hưởng) tính theo thời gian đã đóng bảo hiểm xã hội bao gồm phụ cấp thâm niên nghề, được chuyển đổi theo chế độ tiền lương quy định tại thời điểm nghỉ hưu để làm cơ sở tính lương hưu.",khoản V mục 6 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Việc điều chỉnh tiền lương đã đóng bảo hiểm xã hội theo Điều 63 của Luật Bảo hiểm xã hội được quy định như sau:,"nguoi lao dong, doi tuong, thuc hien che do tien luong, nha nuoc quy dinh, da dong, bao hiem xa hoi, phu cap tham nien nghe, chuyen sang nganh nghe, khong duoc, huong phu cap tham nien nghe, tien luong thang dong bao hiem xa hoi, can cu tinh, luong huu, khong co, phu cap tham nien nghe, muc binh quan tien luong thang, can cu dong, bao hiem xa hoi, thoi diem nghi huu, khoan phu cap tham nien nghe, chuyen doi, che do tien luong, thoi diem nghi huu, co so tinh luong huu."
Điều chỉnh tiền lương đã đóng bảo hiểm xã hội, mục 1 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,1. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định được điều chỉnh theo mức lương cơ sở tại thời điểm hưởng chế độ đối với người lao động bắt đầu tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 2016.,"bao hiem xa hoi, dieu chinh tien luong, dong bao hiem xa hoi"
1. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định được điều chỉnh theo mức lương cơ sở tại thời điểm hưởng chế độ đối với người lao động bắt đầu tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 2016.,khoản Đ mục 1 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Đối với người lao động bắt đầu tham gia bảo hiểm xã hội từ ngày 01 tháng 01 năm 2016 trở đi thì việc điều chỉnh tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội được điều chỉnh như quy định tại Khoản 2 Điều này.,"tien luong, da dong, bao hiem xa hoi, can cu tinh, muc binh quan tien luong thang, dong, bao hiem xa hoi, nguoi lao dong, thuoc doi tuong, thuc hien che do tien luong, nha nuoc, dieu chinh, muc luong co so, thoi diem huong che do, nguoi lao dong, bat dau, tham gia bao hiem xa hoi, truoc ngay 01 thang 01 nam 2016."
Điều chỉnh tiền lương đã đóng bảo hiểm xã hội, mục 2 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,2. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động theo chế độ tiền lương do người sử dụng lao động quyết định được điều chỉnh theo công thức sau:,"bao hiem xa hoi, dieu chinh tien luong, dong bao hiem xa hoi"
2. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động theo chế độ tiền lương do người sử dụng lao động quyết định được điều chỉnh theo công thức sau:,khoản T mục 2 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Trong đó:,"tien luong, da dong, bao hiem xa hoi, can cu tinh muc binh quan tien luong thang, dong bao hiem xa hoi, nguoi lao dong, che do, tien luong, nguoi su dung lao dong dieu chinh, cong thuc"
2. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động theo chế độ tiền lương do người sử dụng lao động quyết định được điều chỉnh theo công thức sau:,khoản - mục 2 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,- t là năm bất kỳ trong giai đoạn điều chỉnh;,"tien luong, da dong, bao hiem xa hoi, can cu tinh muc binh quan tien luong thang, dong bao hiem xa hoi, nguoi lao dong, che do, tien luong, nguoi su dung lao dong dieu chinh, cong thuc"
2. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động theo chế độ tiền lương do người sử dụng lao động quyết định được điều chỉnh theo công thức sau:,khoản - mục 2 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,- Mức điều chỉnh tiền lương đã đóng bảo hiểm xã hội của năm t được lấy tròn hai số lẻ và mức thấp nhất bằng 1 (một).,"tien luong, da dong, bao hiem xa hoi, can cu tinh muc binh quan tien luong thang, dong bao hiem xa hoi, nguoi lao dong, che do, tien luong, nguoi su dung lao dong dieu chinh, cong thuc"
2. Tiền lương đã đóng bảo hiểm xã hội để làm căn cứ tính mức bình quân tiền lương tháng đóng bảo hiểm xã hội đối với người lao động theo chế độ tiền lương do người sử dụng lao động quyết định được điều chỉnh theo công thức sau:,khoản b mục 2 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Mức điều chỉnh tiền lương đã đóng bảo hiểm xã hội của các năm trước năm 1995 được lấy bằng mức điều chỉnh tiền lương đã đóng bảo hiểm xã hội của năm 1994.,"tien luong, da dong, bao hiem xa hoi, can cu tinh muc binh quan tien luong thang, dong bao hiem xa hoi, nguoi lao dong, che do, tien luong, nguoi su dung lao dong dieu chinh, cong thuc"
Điều chỉnh tiền lương đã đóng bảo hiểm xã hội, mục 3 Điều 10 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"3. Hằng năm, Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định mức điều chỉnh tiền lương đã đóng bảo hiểm xã hội đối với người lao động thực hiện chế độ tiền lương do người sử dụng lao động quyết định, trên cơ sở quy định tại Khoản 2 Điều này và chỉ số giá tiêu dùng bình quân năm do Tổng cục Thống kê thuộc Bộ Kế hoạch và Đầu tư công bố.","bao hiem xa hoi, dieu chinh tien luong, dong bao hiem xa hoi"
"3. Hằng năm, Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định mức điều chỉnh tiền lương đã đóng bảo hiểm xã hội đối với người lao động thực hiện chế độ tiền lương do người sử dụng lao động quyết định, trên cơ sở quy định tại Khoản 2 Điều này và chỉ số giá tiêu dùng bình quân năm do Tổng cục Thống kê thuộc Bộ Kế hoạch và Đầu tư công bố.",khoản C mục 3 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện theo Điều 71 của Luật Bảo hiểm xã hội được quy định như sau:,"hang nam, bo truong bo lao dong - thuong binh va xa hoi, muc dieu chinh tien luong, da dong, bao hiem xa hoi, nguoi lao dong, che do tien luong, nguoi su dung lao dong, chi so gia tieu dung binh quan nam, tong cuc thong ke thuoc bo ke hoach va dau tu cong bo."
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 1 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,1. Thời gian tính hưởng chế độ hưu trí là tổng thời gian đã đóng bảo hiểm xã hội tự nguyện và bảo hiểm xã hội bắt buộc.,"bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 2 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"2. Người lao động có tổng thời gian đóng bảo hiểm xã hội tự nguyện và bảo hiểm xã hội bắt buộc từ đủ 20 năm trở lên thì điều kiện về tuổi đời hưởng lương hưu là nam đủ 60 tuổi và nữ đủ 55 tuổi, trừ trường hợp quy định tại Khoản 5 Điều này.","bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 3 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,3. Mức lương hưu hằng tháng được tính bằng tỷ lệ hưởng lương hưu hằng tháng nhân với mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội quy định tại Khoản 4 Điều này.,"bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 4 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"4. Mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần được tính theo công thức sau:","bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
"4. Mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần được tính theo công thức sau:",khoản T mục 4 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Trong đó:,"muc binh quan thu nhap, tien luong thang, dong bao hiem xa hoi, de tinh luong huu, tro cap, mot lan"
"4. Mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần được tính theo công thức sau:",khoản - mục 4 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,- Mức bình quân tiền lương tháng đóng bảo hiểm xã hội bắt buộc được tính theo quy định tại Điều 9 của Nghị định này.,"muc binh quan thu nhap, tien luong thang, dong bao hiem xa hoi, de tinh luong huu, tro cap, mot lan"
"4. Mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội để tính lương hưu, trợ cấp một lần được tính theo công thức sau:",khoản - mục 4 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,- Mức thu nhập tháng đóng bảo hiểm xã hội tự nguyện là mức thu nhập tháng đã đóng bảo hiểm xã hội tự nguyện được điều chỉnh theo quy định tại Khoản 2 Điều 79 của Luật Bảo hiểm xã hội.,"muc binh quan thu nhap, tien luong thang, dong bao hiem xa hoi, de tinh luong huu, tro cap, mot lan"
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 5 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,5. Người lao động có từ đủ 20 năm đóng bảo hiểm xã hội bắt buộc trở lên thì:,"bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
5. Người lao động có từ đủ 20 năm đóng bảo hiểm xã hội bắt buộc trở lên thì:,khoản a mục 5 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"a) Điều kiện về tuổi đời hưởng lương hưu được thực hiện theo các Khoản 1, 2 và 4 Điều 54, Điều 55 của Luật Bảo hiểm xã hội và Điều 6 của Nghị định này;","nguoi lao dong, du 20 nam, dong bao hiem xa hoi, bat buoc, tro len"
5. Người lao động có từ đủ 20 năm đóng bảo hiểm xã hội bắt buộc trở lên thì:,khoản b mục 5 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"b) Mức lương hưu hằng tháng thấp nhất bằng mức lương cơ sở, trừ đối tượng quy định tại Điểm e Khoản 1 Điều 2 của Nghị định này.","nguoi lao dong, du 20 nam, dong bao hiem xa hoi, bat buoc, tro len"
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 6 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"6. Mức trợ cấp một lần khi nghỉ hưu được tính theo quy định tại Điều 58 của Luật Bảo hiểm xã hội, cứ mỗi năm đóng bảo hiểm xã hội cao hơn số năm tương ứng với tỷ lệ hưởng lương hưu 75% được tính bằng 0,5 tháng mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội quy định tại Khoản 4 Điều này.","bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
Chế độ hưu trí đối với người trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 7 Điều 11 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,7. Bảo hiểm xã hội một lần của người lao động được thực hiện theo quy định tại Điều 8 của Nghị định này. Mức hưởng bảo hiểm xã hội một lần được tính trên cơ sở mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội quy định tại Khoản 4 Điều này.,"bao hiem xa hoi, che do huu tri, nguoi truoc do, co thoi gian, dong bao hiem xa hoi tu nguyen"
7. Bảo hiểm xã hội một lần của người lao động được thực hiện theo quy định tại Điều 8 của Nghị định này. Mức hưởng bảo hiểm xã hội một lần được tính trên cơ sở mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội quy định tại Khoản 4 Điều này.,khoản C mục 7 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện theo Điều 71 của Luật Bảo hiểm xã hội được quy định như sau:,"bao hiem xa hoi, mot lan, nguoi lao dong, muc huong, muc binh quan thu nhap, tien luong thang dong bao hiem xa hoi"
Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 1 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,1. Thời gian tính hưởng chế độ tử tuất là tổng thời gian đã đóng bảo hiểm xã hội tự nguyện và bảo hiểm xã hội bắt buộc.,"bao hiem xa hoi, che do tu tuat, than nhan, nguoi lao dong chet, thoi gian dong bao hiem xa hoi tu nguyen"
Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 2 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,2. Người lo mai táng được nhận trợ cấp mai táng bằng 10 lần mức lương cơ sở đối với người lao động chết thuộc một trong các trường hợp sau:,"bao hiem xa hoi, che do tu tuat, than nhan, nguoi lao dong chet, thoi gian dong bao hiem xa hoi tu nguyen"
2. Người lo mai táng được nhận trợ cấp mai táng bằng 10 lần mức lương cơ sở đối với người lao động chết thuộc một trong các trường hợp sau:,khoản a mục 2 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,a) Người lao động có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 12 tháng trở lên;,"nguoi lo mai tang, tro cap mai tang, 10 lan, muc luong co so, nguoi lao dong, chet"
2. Người lo mai táng được nhận trợ cấp mai táng bằng 10 lần mức lương cơ sở đối với người lao động chết thuộc một trong các trường hợp sau:,khoản b mục 2 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Người lao động có tổng thời gian đóng bảo hiểm xã hội bắt buộc và bảo hiểm xã hội tự nguyện từ đủ 60 tháng trở lên;,"nguoi lo mai tang, tro cap mai tang, 10 lan, muc luong co so, nguoi lao dong, chet"
2. Người lo mai táng được nhận trợ cấp mai táng bằng 10 lần mức lương cơ sở đối với người lao động chết thuộc một trong các trường hợp sau:,khoản c mục 2 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"c) Người lao động chết do tai nạn lao động, bệnh nghề nghiệp hoặc chết trong thời gian điều trị do tai nạn lao động, bệnh nghề nghiệp;","nguoi lo mai tang, tro cap mai tang, 10 lan, muc luong co so, nguoi lao dong, chet"
2. Người lo mai táng được nhận trợ cấp mai táng bằng 10 lần mức lương cơ sở đối với người lao động chết thuộc một trong các trường hợp sau:,khoản d mục 2 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"d) Người đang hưởng lương hưu; hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng đã nghỉ việc.","nguoi lo mai tang, tro cap mai tang, 10 lan, muc luong co so, nguoi lao dong, chet"
Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 3 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,3. Người quy định tại Khoản 2 Điều này bị Tòa án tuyên bố là đã chết thì thân nhân được hưởng trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng Tòa án tuyên bố là đã chết.,"bao hiem xa hoi, che do tu tuat, than nhan, nguoi lao dong chet, thoi gian dong bao hiem xa hoi tu nguyen"
Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,"bao hiem xa hoi, che do tu tuat, than nhan, nguoi lao dong chet, thoi gian dong bao hiem xa hoi tu nguyen"
4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,khoản a mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,a) Đã đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên;,"nguoi lao dong, chet, than nhan, du dieu kien, bao hiem xa hoi, duoc huong, tro cap, tuat, hang thang"
4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,khoản T mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"Trường hợp người lao động còn thiếu tối đa không quá 6 tháng để đủ 15 năm đóng bảo hiểm xã hội, thì thân nhân được đóng tiếp một lần cho số tháng còn thiếu vào quỹ hưu trí và tử tuất với mức đóng hằng tháng bằng 22% mức tiền lương tháng đóng bảo hiểm xã hội của người lao động trước khi chết;","nguoi lao dong, chet, than nhan, du dieu kien, bao hiem xa hoi, duoc huong, tro cap, tuat, hang thang"
4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,khoản b mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"b) Chết do tai nạn lao động, bệnh nghề nghiệp hoặc chết trong thời gian điều trị do tai nạn lao động, bệnh nghề nghiệp;","nguoi lao dong, chet, than nhan, du dieu kien, bao hiem xa hoi, duoc huong, tro cap, tuat, hang thang"
4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,khoản c mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"c) Đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng với mức suy giảm khả năng lao động từ 61% trở lên;","nguoi lao dong, chet, than nhan, du dieu kien, bao hiem xa hoi, duoc huong, tro cap, tuat, hang thang"
4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,khoản d mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,d) Đang hưởng lương hưu mà trước đó có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm trở lên.,"nguoi lao dong, chet, than nhan, du dieu kien, bao hiem xa hoi, duoc huong, tro cap, tuat, hang thang"
4. Người lao động bị chết thuộc một trong các trường hợp dưới đây thì thân nhân đủ điều kiện quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội được hưởng trợ cấp tuất hằng tháng:,khoản M mục 4 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,Mức trợ cấp tuất hằng tháng được thực hiện theo quy định tại Điều 68 của Luật bảo hiểm xã hội.,"nguoi lao dong, chet, than nhan, du dieu kien, bao hiem xa hoi, duoc huong, tro cap, tuat, hang thang"
Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 5 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,5. Thân nhân của người lao động bị chết được hưởng trợ cấp tuất một lần thuộc một trong các trường hợp sau:,"bao hiem xa hoi, che do tu tuat, than nhan, nguoi lao dong chet, thoi gian dong bao hiem xa hoi tu nguyen"
5. Thân nhân của người lao động bị chết được hưởng trợ cấp tuất một lần thuộc một trong các trường hợp sau:,khoản a mục 5 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,a) Người lao động chết không thuộc quy định tại Khoản 4 Điều này;,"than nhan, nguoi lao dong, chet, duoc huong, tro cap, tuat, mot lan"
5. Thân nhân của người lao động bị chết được hưởng trợ cấp tuất một lần thuộc một trong các trường hợp sau:,khoản b mục 5 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Người lao động chết thuộc một trong các trường hợp quy định tại Khoản 4 Điều này nhưng không có thân nhân hưởng trợ cấp hằng tháng theo quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội.,"than nhan, nguoi lao dong, chet, duoc huong, tro cap, tuat, mot lan"
5. Thân nhân của người lao động bị chết được hưởng trợ cấp tuất một lần thuộc một trong các trường hợp sau:,khoản c mục 5 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"c) Thân nhân thuộc diện hưởng trợ cấp tuất hằng tháng theo quy định tại Khoản 2 và Khoản 3 Điều 67 của Luật Bảo hiểm xã hội mà có nguyện vọng hưởng trợ cấp tuất một lần, trừ trường hợp con dưới 06 tuổi, con hoặc vợ hoặc chồng mà bị suy giảm khả năng lao động từ 81% trở lên.","than nhan, nguoi lao dong, chet, duoc huong, tro cap, tuat, mot lan"
Chế độ tử tuất đối với thân nhân của người lao động chết mà trước đó có thời gian đóng bảo hiểm xã hội tự nguyện, mục 6 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,6. Mức trợ cấp tuất một lần:,"bao hiem xa hoi, che do tu tuat, than nhan, nguoi lao dong chet, thoi gian dong bao hiem xa hoi tu nguyen"
6. Mức trợ cấp tuất một lần:,khoản a mục 6 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,a) Đối với thân nhân của người lao động đang tham gia bảo hiểm xã hội bắt buộc hoặc đang bảo lưu thời gian đóng bảo hiểm xã hội chết được tính theo quy định tại Khoản 1 Điều 70 của Luật Bảo hiểm xã hội và được tính trên cơ sở mức bình quân thu nhập và tiền lương tháng đóng bảo hiểm xã hội quy định tại Khoản 4 Điều 11 của Nghị định này.,"muc tro cap, tuat, mot lan"
6. Mức trợ cấp tuất một lần:,khoản b mục 6 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,b) Đối với thân nhân người đang hưởng lương hưu chết được tính theo quy định tại Khoản 2 Điều 70 của Luật Bảo hiểm xã hội.,"muc tro cap, tuat, mot lan"
6. Mức trợ cấp tuất một lần:,khoản c mục 6 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"c) Đối với thân nhân người lao động đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng với mức suy giảm khả năng lao động từ 61% trở lên mà chưa hưởng bảo hiểm xã hội một lần thì trợ cấp tuất một lần được giải quyết như đối với người đang bảo lưu thời gian đóng bảo hiểm xã hội.","muc tro cap, tuat, mot lan"
6. Mức trợ cấp tuất một lần:,khoản T mục 6 Điều 12 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"Trường hợp người đang hưởng trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng đã hưởng bảo hiểm xã hội một lần thì mức trợ cấp tuất một lần bằng 3 tháng trợ cấp tai nạn lao động, bệnh nghề nghiệp đang hưởng.","muc tro cap, tuat, mot lan"
"Chế độ tử tuất đối với người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng, trợ cấp tuất hằng tháng", mục 1 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,"1. Người đang hưởng lương hưu trước ngày 01 tháng 01 năm 2016 mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì người lo mai táng được nhận một lần trợ cấp mai táng bằng 10 lần mức lương cơ sở tại tháng người đang hưởng lương hưu chết, đồng thời thân nhân được nhận trợ cấp tuất hằng tháng hoặc trợ cấp tuất một lần theo quy định tại Mục 5 Chương III của Luật bảo hiểm xã hội và quy định tại Mục 3 Chương II của Nghị định này.","bao hiem xa hoi, che do tu tuat, nguoi dang huong luong huu, tro cap, mat suc lao dong, tro cap tai nan lao dong, benh nghe nghiep hang thang, tro cap tuat hang thang"
"Chế độ tử tuất đối với người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng, trợ cấp tuất hằng tháng", mục 2 Điều 13 Nghị định số 115/2015/NĐ-CP ngày 11/11/2015,2. Người đang hưởng trợ cấp mất sức lao động hằng tháng trước ngày 01 tháng 01 năm 2016 mà chết từ ngày 01 tháng 01 năm 2016 trở đi thì:,"bao hiem xa hoi, che do tu tuat, nguoi dang huong luong huu, tro cap, mat suc lao dong, tro cap tai nan lao dong, benh nghe nghiep hang thang, tro cap tuat hang thang"
